Frame Type,Mean Entropy,id
Non-Switch,7.6134847e-06,SLAP2m
Non-Switch,6.597496e-06,SLAP2m
Non-Switch,6.5057025e-06,SLAP2m
Non-Switch,6.8198688e-06,SLAP2m
Non-Switch,7.4815434e-06,SLAP2m
Non-Switch,9.617681e-06,SLAP2m
Non-Switch,7.1887134e-06,SLAP2m
Non-Switch,6.060133e-06,SLAP2m
Non-Switch,9.507306e-06,SLAP2m
Non-Switch,6.210348e-06,SLAP2m
Non-Switch,1.0549766e-05,SLAP2m
Non-Switch,1.089113e-05,SLAP2m
Non-Switch,9.445957e-06,SLAP2m
Non-Switch,5.4928164e-06,SLAP2m
Non-Switch,8.9924515e-06,SLAP2m
Non-Switch,1.2519464e-05,SLAP2m
Non-Switch,9.434121e-06,SLAP2m
Non-Switch,5.8180713e-06,SLAP2m
Non-Switch,5.4416923e-06,SLAP2m
Non-Switch,1.0675454e-05,SLAP2m
Non-Switch,6.0263915e-06,SLAP2m
Non-Switch,7.650305e-06,SLAP2m
Non-Switch,6.1671035e-06,SLAP2m
Non-Switch,7.733489e-06,SLAP2m
Non-Switch,6.528437e-06,SLAP2m
Non-Switch,6.5883e-06,SLAP2m
Non-Switch,6.539473e-06,SLAP2m
Non-Switch,8.150411e-06,SLAP2m
Non-Switch,7.339356e-06,SLAP2m
Non-Switch,1.4758303e-05,SLAP2m
Non-Switch,1.0510481e-05,SLAP2m
Non-Switch,7.3365263e-06,SLAP2m
Non-Switch,6.697208e-06,SLAP2m
Non-Switch,5.671137e-06,SLAP2m
Non-Switch,1.2519208e-05,SLAP2m
Non-Switch,1.3310859e-05,SLAP2m
Non-Switch,6.595217e-06,SLAP2m
Non-Switch,1.6411663e-05,SLAP2m
Non-Switch,1.1495832e-05,SLAP2m
Non-Switch,5.456809e-06,SLAP2m
Non-Switch,9.1423335e-06,SLAP2m
Non-Switch,8.142166e-06,SLAP2m
Non-Switch,8.791511e-06,SLAP2m
Non-Switch,9.109544e-06,SLAP2m
Non-Switch,5.5349947e-06,SLAP2m
Non-Switch,7.0062783e-06,SLAP2m
Non-Switch,7.826133e-06,SLAP2m
Non-Switch,7.2881066e-06,SLAP2m
Non-Switch,7.197142e-06,SLAP2m
Non-Switch,8.020067e-06,SLAP2m
Non-Switch,1.3033345e-05,SLAP2m
Non-Switch,7.4327195e-06,SLAP2m
Non-Switch,2.5817582e-05,SLAP2m
Non-Switch,6.552191e-06,SLAP2m
Non-Switch,8.188915e-06,SLAP2m
Non-Switch,5.8827054e-06,SLAP2m
Non-Switch,1.05442505e-05,SLAP2m
Non-Switch,7.1951154e-06,SLAP2m
Non-Switch,8.262669e-06,SLAP2m
Non-Switch,9.8189275e-06,SLAP2m
Non-Switch,1.8296318e-05,SLAP2m
Non-Switch,1.2462403e-05,SLAP2m
Non-Switch,3.662467e-05,SLAP2m
Non-Switch,1.9756142e-05,SLAP2m
Non-Switch,1.3627805e-05,SLAP2m
Non-Switch,1.8611303e-05,SLAP2m
Non-Switch,8.138998e-06,SLAP2m
Non-Switch,8.401958e-06,SLAP2m
Non-Switch,8.306853e-06,SLAP2m
Non-Switch,1.14000395e-05,SLAP2m
Non-Switch,1.3441138e-05,SLAP2m
Non-Switch,1.0657987e-05,SLAP2m
Non-Switch,9.540217e-06,SLAP2m
Non-Switch,1.2132248e-05,SLAP2m
Non-Switch,1.6904909e-05,SLAP2m
Non-Switch,9.739802e-06,SLAP2m
Non-Switch,8.6067e-06,SLAP2m
Non-Switch,1.0915841e-05,SLAP2m
Non-Switch,1.012982e-05,SLAP2m
Non-Switch,1.1489648e-05,SLAP2m
Non-Switch,8.634299e-06,SLAP2m
Non-Switch,9.935088e-06,SLAP2m
Non-Switch,7.402341e-06,SLAP2m
Non-Switch,6.0013876e-06,SLAP2m
Non-Switch,5.4404436e-06,SLAP2m
Non-Switch,5.1679235e-06,SLAP2m
Non-Switch,7.5860257e-06,SLAP2m
Non-Switch,6.323233e-06,SLAP2m
Non-Switch,5.4011207e-06,SLAP2m
Non-Switch,6.4996007e-06,SLAP2m
Non-Switch,5.8984174e-06,SLAP2m
Non-Switch,5.656322e-06,SLAP2m
Non-Switch,5.184139e-06,SLAP2m
Non-Switch,2.1369493e-05,SLAP2m
Non-Switch,5.4088787e-06,SLAP2m
Non-Switch,1.3351315e-05,SLAP2m
Non-Switch,2.0703379e-05,SLAP2m
Non-Switch,1.4167271e-05,SLAP2m
Non-Switch,1.5203181e-05,SLAP2m
Non-Switch,5.9604703e-05,SLAP2m
Non-Switch,1.754906e-05,SLAP2m
Non-Switch,5.288204e-06,SLAP2m
Non-Switch,1.9337005e-05,SLAP2m
Non-Switch,1.0661553e-05,SLAP2m
Non-Switch,7.235303e-06,SLAP2m
Non-Switch,7.742192e-06,SLAP2m
Non-Switch,6.8831414e-06,SLAP2m
Non-Switch,9.769501e-06,SLAP2m
Non-Switch,3.410148e-05,SLAP2m
Non-Switch,7.824074e-06,SLAP2m
Non-Switch,1.4809184e-05,SLAP2m
Non-Switch,2.7179383e-05,SLAP2m
Non-Switch,6.239389e-06,SLAP2m
Non-Switch,2.1737671e-05,SLAP2m
Non-Switch,8.553705e-06,SLAP2m
Non-Switch,4.4155855e-05,SLAP2m
Non-Switch,8.829078e-06,SLAP2m
Non-Switch,1.2104828e-05,SLAP2m
Non-Switch,1.20637105e-05,SLAP2m
Non-Switch,6.6559414e-06,SLAP2m
Non-Switch,8.171726e-06,SLAP2m
Non-Switch,5.6725014e-05,SLAP2m
Non-Switch,9.303505e-06,SLAP2m
Non-Switch,1.1274616e-05,SLAP2m
Non-Switch,1.1359891e-05,SLAP2m
Non-Switch,5.5340533e-05,SLAP2m
Non-Switch,7.685919e-06,SLAP2m
Non-Switch,1.0751217e-05,SLAP2m
Non-Switch,1.3332909e-05,SLAP2m
Non-Switch,1.3061454e-05,SLAP2m
Non-Switch,2.613134e-05,SLAP2m
Non-Switch,2.7930311e-05,SLAP2m
Non-Switch,7.940498e-06,SLAP2m
Non-Switch,9.010886e-06,SLAP2m
Non-Switch,7.2278785e-06,SLAP2m
Non-Switch,7.868648e-06,SLAP2m
Non-Switch,1.7690338e-05,SLAP2m
Non-Switch,1.4059305e-05,SLAP2m
Non-Switch,7.4664285e-06,SLAP2m
Non-Switch,2.7184129e-05,SLAP2m
Non-Switch,5.7760526e-06,SLAP2m
Non-Switch,8.65557e-06,SLAP2m
Non-Switch,6.515076e-06,SLAP2m
Non-Switch,6.008613e-06,SLAP2m
Non-Switch,1.7592898e-05,SLAP2m
Non-Switch,6.5563668e-06,SLAP2m
Non-Switch,6.393391e-06,SLAP2m
Non-Switch,2.5648471e-05,SLAP2m
Non-Switch,7.417937e-06,SLAP2m
Non-Switch,9.573705e-06,SLAP2m
Non-Switch,9.312589e-06,SLAP2m
Non-Switch,8.016288e-06,SLAP2m
Non-Switch,1.6074184e-05,SLAP2m
Non-Switch,2.5213576e-05,SLAP2m
Non-Switch,2.687698e-05,SLAP2m
Non-Switch,1.6148255e-05,SLAP2m
Non-Switch,2.098693e-05,SLAP2m
Non-Switch,5.444229e-06,SLAP2m
Non-Switch,2.4637155e-05,SLAP2m
Non-Switch,2.1235419e-05,SLAP2m
Non-Switch,2.2884498e-05,SLAP2m
Non-Switch,5.3299777e-06,SLAP2m
Non-Switch,5.6306626e-06,SLAP2m
Non-Switch,5.294649e-06,SLAP2m
Non-Switch,5.933012e-06,SLAP2m
Non-Switch,6.6568227e-06,SLAP2m
Non-Switch,6.3278812e-06,SLAP2m
Non-Switch,6.3857706e-06,SLAP2m
Non-Switch,1.4719919e-05,SLAP2m
Non-Switch,1.5228408e-05,SLAP2m
Non-Switch,5.3489603e-06,SLAP2m
Non-Switch,5.6056274e-06,SLAP2m
Non-Switch,6.0438024e-06,SLAP2m
Non-Switch,6.613203e-06,SLAP2m
Non-Switch,5.4965276e-06,SLAP2m
Non-Switch,6.9000753e-06,SLAP2m
Non-Switch,6.1026662e-06,SLAP2m
Non-Switch,6.7380715e-06,SLAP2m
Non-Switch,5.9578515e-06,SLAP2m
Non-Switch,6.5103814e-06,SLAP2m
Non-Switch,5.619945e-06,SLAP2m
Non-Switch,6.067336e-06,SLAP2m
Non-Switch,6.3568136e-06,SLAP2m
Non-Switch,6.2878335e-06,SLAP2m
Non-Switch,6.470994e-06,SLAP2m
Non-Switch,1.1208565e-05,SLAP2m
Non-Switch,1.5321433e-05,SLAP2m
Non-Switch,7.209551e-06,SLAP2m
Non-Switch,6.2732615e-06,SLAP2m
Non-Switch,5.727864e-06,SLAP2m
Non-Switch,5.641351e-06,SLAP2m
Non-Switch,6.60132e-06,SLAP2m
Non-Switch,6.2559384e-06,SLAP2m
Non-Switch,6.51769e-06,SLAP2m
Non-Switch,6.231745e-06,SLAP2m
Non-Switch,5.653787e-06,SLAP2m
Non-Switch,5.7854813e-06,SLAP2m
Non-Switch,5.5829128e-06,SLAP2m
Non-Switch,6.5880095e-06,SLAP2m
Non-Switch,6.907143e-06,SLAP2m
Non-Switch,6.3515236e-06,SLAP2m
Non-Switch,6.3030293e-06,SLAP2m
Non-Switch,5.7856514e-06,SLAP2m
Non-Switch,1.548324e-05,SLAP2m
Non-Switch,5.732137e-06,SLAP2m
Non-Switch,5.484222e-06,SLAP2m
Non-Switch,2.0295603e-05,SLAP2m
Non-Switch,6.0994576e-06,SLAP2m
Non-Switch,6.1212786e-06,SLAP2m
