,id,frame_id,oid,hid,score_vs_top_post,switch,score_vs_top_pre,diff_vs_top
596,group3.centroids_sample_2_7027_8527,653,0,3,-7.613609,False,2.157885,-9.771494
597,group3.centroids_sample_2_7027_8527,653,6,1,-10.97847,False,0.0,-10.97847
598,group3.centroids_sample_2_7027_8527,739,3,8,-6.651022,True,0.4863727,-7.137395
599,group3.centroids_sample_2_7027_8527,739,9,9,-0.8344948,True,0.0,-0.8344948
600,group3.centroids_sample_2_7027_8527,740,3,9,-0.74693584,True,0.0,-0.74693584
601,group3.centroids_sample_2_7027_8527,740,9,8,-6.580144,True,0.08723545,-6.6673794
602,group3.centroids_sample_2_7027_8527,829,4,8,-5.9604244,False,6.0145297,-11.974955
603,group3.centroids_sample_2_7027_8527,829,9,0,-5.8354545,False,0.8566518,-6.6921062
604,group3.centroids_sample_2_7027_8527,839,8,0,-4.612918,False,0.17268562,-4.7856035
605,group3.centroids_sample_2_7027_8527,839,9,2,-3.463023,False,4.789461,-8.252484
606,group3.centroids_sample_2_7027_8527,847,8,2,-1.4042753,False,0.0,-1.4042753
607,group3.centroids_sample_2_7027_8527,847,9,0,-9.322126,False,6.321634,-15.643761
608,group3.centroids_sample_2_7027_8527,851,8,0,-5.5029325,False,1.2736156,-6.7765484
609,group3.centroids_sample_2_7027_8527,851,9,2,-7.5555897,False,6.032624,-13.588213
610,group3.centroids_sample_2_7027_8527,853,8,2,-3.1892908,False,2.0957325,-5.285023
611,group3.centroids_sample_2_7027_8527,853,9,0,-9.722344,False,6.4173784,-16.139723
612,group3.centroids_sample_2_7027_8527,854,8,0,-6.0008287,False,1.7144668,-7.715296
613,group3.centroids_sample_2_7027_8527,854,9,2,-7.7242565,False,6.482017,-14.206274
614,group3.centroids_sample_2_7027_8527,857,8,2,-4.253189,False,2.2506652,-6.5038543
615,group3.centroids_sample_2_7027_8527,857,9,0,-9.925449,False,6.6443167,-16.569767
616,group3.centroids_sample_2_7027_8527,956,0,5,-8.579001,False,6.8132973,-15.392299
617,group3.centroids_sample_2_7027_8527,956,5,3,-0.3356321,False,1.4034772,-1.7391093
618,group3.centroids_sample_2_7027_8527,1005,2,6,-8.151693,True,0.0,-8.151693
619,group3.centroids_sample_2_7027_8527,1006,5,4,-1.2987725,False,0.0,-1.2987725
620,group3.centroids_sample_2_7027_8527,1007,5,3,0.0,False,0.0,0.0
621,group3.centroids_sample_2_7027_8527,1008,1,4,-11.028315,True,0.17347646,-11.201791
622,group3.centroids_sample_2_7027_8527,1137,6,7,0.0,True,0.0,0.0
623,group3.centroids_sample_2_7027_8527,1137,7,1,-3.109511,True,0.30862927,-3.4181402
624,group3.centroids_sample_2_7027_8527,1197,2,1,0.0,False,0.20862484,-0.20862484
625,group3.centroids_sample_2_7027_8527,1197,7,6,-0.13734913,False,0.0,-0.13734913
626,group3.centroids_sample_2_7027_8527,1249,2,8,-7.6296177,False,0.0,-7.6296177
627,group3.centroids_sample_2_7027_8527,1249,4,1,-1.4228208,False,0.74601924,-2.16884
628,group3.centroids_sample_2_7027_8527,1250,2,1,-1.106869,False,0.6644571,-1.7713261
629,group3.centroids_sample_2_7027_8527,1250,4,8,-7.4813776,False,0.0,-7.4813776
630,group3.centroids_sample_2_7027_8527,1289,6,0,-7.1633363,False,4.4628754,-11.626211
631,group3.centroids_sample_2_7027_8527,1289,9,7,-0.7141423,False,0.9218049,-1.6359472
632,group3.centroids_sample_2_7027_8527,1304,6,7,-4.1778307,False,5.94362,-10.12145
633,group3.centroids_sample_2_7027_8527,1304,9,0,-6.5038977,False,2.5516422,-9.05554
634,group3.centroids_sample_2_7027_8527,1350,6,0,-8.293703,False,0.0,-8.293703
635,group3.centroids_sample_2_7027_8527,1350,9,7,-2.1913826,False,0.43509603,-2.6264787
